Phone Number,Call Outcome,Agent,Call Number
006946520112,ANSWER MACHINE,orange,2549
550864770674,ANSWER MACHINE,red,2550
636646764970,INTERESTED,red,2551
613043594408,ANSWER MACHINE,red,2552
886595392176,NOT INTERESTED,black,2553
845463482425,ANSWER MACHINE,green,2554
543104599134,CALL BACK LATER,green,2555
270277758273,NOT INTERESTED,orange,2556
365507686199,CALL BACK LATER,red,2557
685648990242,CALL BACK LATER,red,2558
461739379189,ANSWER MACHINE,red,2559
366660286839,CALL BACK LATER,orange,2560
399413137616,NOT INTERESTED,orange,2561
307762987095,CALL BACK LATER,blue,2562
807089667788,NOT INTERESTED,blue,2563
475290502917,CALL BACK LATER,orange,2564
598697486522,INTERESTED,red,2565
195377365752,INTERESTED,red,2566
111771318163,NOT INTERESTED,orange,2567
233729748331,ANSWER MACHINE,red,2568
557948543615,CALL BACK LATER,black,2569
994207529632,NOT INTERESTED,green,2570
260713900185,CALL BACK LATER,red,2571
471012462639,INTERESTED,green,2572
468846104177,INTERESTED,red,2573
324535396283,NOT INTERESTED,green,2574
956301941702,NOT INTERESTED,orange,2575
482629424788,NOT INTERESTED,orange,2576
293881915385,INTERESTED,red,2577
797548680513,INTERESTED,red,2578
385182320882,NOT INTERESTED,orange,2579
918786132226,INTERESTED,red,2580
063825196784,CALL BACK LATER,red,2581
012699712639,NOT INTERESTED,orange,2582
413221535266,INTERESTED,orange,2583
647443547151,CALL BACK LATER,green,2584
978673643259,CALL BACK LATER,green,2585
055952651119,NOT INTERESTED,red,2586
189095379998,CALL BACK LATER,red,2587
355394942098,INTERESTED,orange,2588
812268753605,CALL BACK LATER,black,2589
038280521565,NOT INTERESTED,orange,2590
053933821362,INTERESTED,black,2591
073567856204,CALL BACK LATER,red,2592
008210645815,ANSWER MACHINE,black,2593
624859058118,ANSWER MACHINE,orange,2594
559558613313,NOT INTERESTED,orange,2595
822802676159,INTERESTED,black,2596
545077557360,NOT INTERESTED,orange,2597
171567600842,NOT INTERESTED,orange,2598
503109371120,CALL BACK LATER,green,2599
932669508802,NOT INTERESTED,orange,2600
550282117962,CALL BACK LATER,red,2601
278371399383,INTERESTED,orange,2602
472906976090,NOT INTERESTED,red,2603
827926712761,CALL BACK LATER,black,2604
963158436085,CALL BACK LATER,red,2605
670054231733,INTERESTED,red,2606
752274540099,CALL BACK LATER,black,2607
654339231266,CALL BACK LATER,orange,2608
962355246509,INTERESTED,orange,2609
161760310422,NOT INTERESTED,orange,2610
071740833097,INTERESTED,black,2611
086129557938,NOT INTERESTED,red,2612
011698805974,CALL BACK LATER,orange,2613
417003780740,INTERESTED,red,2614
120972352861,ANSWER MACHINE,red,2615
712672032850,CALL BACK LATER,black,2616
495115045068,ANSWER MACHINE,red,2617
628509433504,INTERESTED,orange,2618
820773998385,CALL BACK LATER,orange,2619
992931426644,CALL BACK LATER,green,2620
294565700983,NOT INTERESTED,orange,2621
839555929479,INTERESTED,red,2622
332358216831,INTERESTED,black,2623
123160277863,ANSWER MACHINE,orange,2624
154797113152,INTERESTED,red,2625
460942396780,CALL BACK LATER,black,2626
536673481319,ANSWER MACHINE,orange,2627
173375111441,CALL BACK LATER,red,2628
958873772245,CALL BACK LATER,orange,2629
764557763053,CALL BACK LATER,orange,2630
319671867620,NOT INTERESTED,green,2631
895128689169,CALL BACK LATER,red,2632
408339647055,CALL BACK LATER,orange,2633
341138889782,NOT INTERESTED,orange,2634
956219445473,INTERESTED,orange,2635
087057302291,ANSWER MACHINE,green,2636
112237401674,INTERESTED,orange,2637
716675734747,CALL BACK LATER,green,2638
162485947161,CALL BACK LATER,orange,2639
625368165150,ANSWER MACHINE,red,2640
922978867109,NOT INTERESTED,black,2641
741074846386,NOT INTERESTED,black,2642
067413257911,ANSWER MACHINE,orange,2643
057595060654,INTERESTED,green,2644
568815404364,ANSWER MACHINE,green,2645
283375939984,CALL BACK LATER,orange,2646
203488205315,NOT INTERESTED,orange,2647
035990784414,CALL BACK LATER,red,2648
006946520112,CALL BACK LATER,red,2649
550864770674,CALL BACK LATER,black,2650
013710327034,CALL BACK LATER,red,2651
613043594408,NOT INTERESTED,red,2652
244938919545,DEAD LINE,orange,2653
845463482425,NOT INTERESTED,orange,2654
543104599134,INTERESTED,red,2655
190312168844,INTERESTED,blue,2656
365507686199,CALL BACK LATER,red,2657
685648990242,INTERESTED,orange,2658
461739379189,INTERESTED,black,2659
366660286839,INTERESTED,red,2660
349383653636,NOT INTERESTED,black,2661
307762987095,NOT INTERESTED,orange,2662
208173532803,CALL BACK LATER,orange,2663
475290502917,CALL BACK LATER,black,2664
374093709971,CALL BACK LATER,orange,2665
537013590471,NOT INTERESTED,red,2666
256161147512,NOT INTERESTED,black,2667
233729748331,INTERESTED,orange,2668
557948543615,CALL BACK LATER,orange,2669
521969576772,CALL BACK LATER,red,2670
260713900185,CALL BACK LATER,green,2671
388910575358,CALL BACK LATER,orange,2672
779839286411,NOT INTERESTED,orange,2673
389346351179,INTERESTED,orange,2674
251309488710,CALL BACK LATER,red,2675
002755109727,CALL BACK LATER,red,2676
174220538762,CALL BACK LATER,orange,2677
505660651033,CALL BACK LATER,orange,2678
429103325744,CALL BACK LATER,red,2679
820939554132,ANSWER MACHINE,black,2680
063825196784,CALL BACK LATER,orange,2681
412413137015,CALL BACK LATER,orange,2682
414758835134,NOT INTERESTED,orange,2683
647443547151,NOT INTERESTED,orange,2684
978673643259,INTERESTED,red,2685
218296138045,NOT INTERESTED,red,2686
189095379998,NOT INTERESTED,black,2687
121736033983,NOT INTERESTED,orange,2688
812268753605,CALL BACK LATER,orange,2689
125974802383,ANSWER MACHINE,orange,2690
756742506713,ANSWER MACHINE,orange,2691
073567856204,CALL BACK LATER,orange,2692
008210645815,INTERESTED,orange,2693
624859058118,INTERESTED,red,2694
367757832626,ANSWER MACHINE,black,2695
889417017431,ANSWER MACHINE,black,2696
090896301346,CALL BACK LATER,blue,2697
205878153534,INTERESTED,green,2698
503109371120,NOT INTERESTED,red,2699
227337235370,ANSWER MACHINE,red,2700
550282117962,CALL BACK LATER,orange,2701
972804500737,NOT INTERESTED,red,2702
341304267578,NOT INTERESTED,black,2703
827926712761,CALL BACK LATER,blue,2704
963158436085,CALL BACK LATER,red,2705
854814997126,NOT INTERESTED,black,2706
752274540099,INTERESTED,green,2707
654339231266,INTERESTED,orange,2708
463388944077,CALL BACK LATER,green,2709
011044618446,CALL BACK LATER,black,2710
213312511694,NOT INTERESTED,black,2711
876528416841,CALL BACK LATER,green,2712
011698805974,CALL BACK LATER,green,2713
744252988293,INTERESTED,orange,2714
120972352861,NOT INTERESTED,black,2715
712672032850,CALL BACK LATER,red,2716
495115045068,NOT INTERESTED,orange,2717
529170777618,INTERESTED,orange,2718
820773998385,CALL BACK LATER,orange,2719
992931426644,INTERESTED,orange,2720
421913664815,INTERESTED,green,2721
319488525822,CALL BACK LATER,blue,2722
921201644461,NOT INTERESTED,black,2723
123160277863,INTERESTED,red,2724
027849092329,NOT INTERESTED,blue,2725
460942396780,CALL BACK LATER,red,2726
536673481319,NOT INTERESTED,black,2727
173375111441,INTERESTED,red,2728
958873772245,NOT INTERESTED,black,2729
764557763053,INTERESTED,red,2730
512649751966,INTERESTED,black,2731
895128689169,INTERESTED,orange,2732
408339647055,INTERESTED,orange,2733
293688294730,INTERESTED,orange,2734
184929194016,DEAD LINE,black,2735
087057302291,NOT INTERESTED,orange,2736
732654468212,NOT INTERESTED,black,2737
716675734747,INTERESTED,orange,2738
162485947161,INTERESTED,red,2739
625368165150,CALL BACK LATER,orange,2740
837940639274,INTERESTED,red,2741
123780850913,ANSWER MACHINE,orange,2742
067413257911,NOT INTERESTED,red,2743
588523262882,CALL BACK LATER,black,2744
568815404364,INTERESTED,orange,2745
283375939984,NOT INTERESTED,black,2746
144086819363,ANSWER MACHINE,red,2747
035990784414,CALL BACK LATER,red,2748
006946520112,CALL BACK LATER,red,2749
550864770674,INTERESTED,orange,2750
013710327034,INTERESTED,orange,2751
170368519805,ANSWER MACHINE,red,2752
012341278753,INTERESTED,orange,2753
618202723911,CALL BACK LATER,black,2754
503346214927,INTERESTED,green,2755
325915231889,DEAD LINE,orange,2756
365507686199,INTERESTED,red,2757
982598887998,NOT INTERESTED,red,2758
046433037251,CALL BACK LATER,red,2759
333839147756,ANSWER MACHINE,red,2760
397644664362,CALL BACK LATER,orange,2761
618327497971,ANSWER MACHINE,orange,2762
208173532803,CALL BACK LATER,orange,2763
475290502917,INTERESTED,orange,2764
374093709971,INTERESTED,orange,2765
934119651744,INTERESTED,blue,2766
041827061826,NOT INTERESTED,black,2767
837311253762,ANSWER MACHINE,red,2768
557948543615,CALL BACK LATER,orange,2769
521969576772,INTERESTED,red,2770
260713900185,CALL BACK LATER,red,2771
388910575358,CALL BACK LATER,orange,2772
932577200234,CALL BACK LATER,orange,2773
528944191082,ANSWER MACHINE,blue,2774
251309488710,NOT INTERESTED,orange,2775
002755109727,CALL BACK LATER,orange,2776
174220538762,INTERESTED,blue,2777
505660651033,CALL BACK LATER,red,2778
429103325744,INTERESTED,red,2779
820939554132,NOT INTERESTED,red,2780
063825196784,INTERESTED,orange,2781
412413137015,INTERESTED,black,2782
416031434373,ANSWER MACHINE,red,2783
301919298786,CALL BACK LATER,black,2784
379823639207,ANSWER MACHINE,red,2785
690008512042,ANSWER MACHINE,orange,2786
075257940124,CALL BACK LATER,black,2787
858148116987,INTERESTED,red,2788
812268753605,NOT INTERESTED,orange,2789
125974802383,CALL BACK LATER,orange,2790
756742506713,CALL BACK LATER,red,2791
073567856204,CALL BACK LATER,green,2792
071045005946,ANSWER MACHINE,red,2793
786569727972,ANSWER MACHINE,orange,2794
367757832626,CALL BACK LATER,orange,2795
889417017431,INTERESTED,green,2796
090896301346,CALL BACK LATER,orange,2797
298482203712,NOT INTERESTED,black,2798
566133842281,ANSWER MACHINE,black,2799
227337235370,NOT INTERESTED,orange,2800
550282117962,NOT INTERESTED,orange,2801
706685610898,INTERESTED,orange,2802
406460512815,CALL BACK LATER,red,2803
827926712761,NOT INTERESTED,red,2804
963158436085,INTERESTED,orange,2805
992847426160,ANSWER MACHINE,black,2806
978036113156,CALL BACK LATER,orange,2807
550344488502,DEAD LINE,orange,2808
463388944077,NOT INTERESTED,black,2809
011044618446,CALL BACK LATER,red,2810
710012893225,NOT INTERESTED,black,2811
876528416841,CALL BACK LATER,orange,2812
011698805974,INTERESTED,black,2813
670526844948,NOT INTERESTED,black,2814
192656263382,ANSWER MACHINE,orange,2815
712672032850,CALL BACK LATER,orange,2816
981599363060,DEAD LINE,red,2817
785339849716,INTERESTED,orange,2818
820773998385,CALL BACK LATER,orange,2819
178602247597,ANSWER MACHINE,blue,2820
623772446883,DEAD LINE,red,2821
319488525822,CALL BACK LATER,blue,2822
889659813902,NOT INTERESTED,red,2823
535306296788,NOT INTERESTED,red,2824
135201299964,CALL BACK LATER,orange,2825
460942396780,NOT INTERESTED,black,2826
444499889864,NOT INTERESTED,orange,2827
569818951088,ANSWER MACHINE,green,2828
048529653425,CALL BACK LATER,green,2829
824272788360,ANSWER MACHINE,orange,2830
675222085406,CALL BACK LATER,orange,2831
590554567035,CALL BACK LATER,black,2832
188752351473,CALL BACK LATER,orange,2833
614550286185,INTERESTED,red,2834
344384069215,CALL BACK LATER,red,2835
809919273475,NOT INTERESTED,black,2836
055033248680,CALL BACK LATER,orange,2837
436619504205,CALL BACK LATER,red,2838
959995016149,ANSWER MACHINE,blue,2839
625368165150,CALL BACK LATER,green,2840
051210608380,NOT INTERESTED,black,2841
123780850913,NOT INTERESTED,orange,2842
772015296133,CALL BACK LATER,green,2843
588523262882,INTERESTED,red,2844
251868754383,INTERESTED,orange,2845
015413136264,NOT INTERESTED,green,2846
144086819363,NOT INTERESTED,red,2847
035990784414,NOT INTERESTED,orange,2848
006946520112,INTERESTED,red,2849
805057860170,NOT INTERESTED,orange,2850
472576167074,CALL BACK LATER,orange,2851
170368519805,INTERESTED,orange,2852
191550904235,DEAD LINE,red,2853
618202723911,INTERESTED,red,2854
634643799176,CALL BACK LATER,red,2855
171238002832,NOT INTERESTED,orange,2856
530543168312,INTERESTED,red,2857
908885564715,CALL BACK LATER,black,2858
046433037251,NOT INTERESTED,red,2859
333839147756,INTERESTED,orange,2860
397644664362,CALL BACK LATER,orange,2861
618327497971,NOT INTERESTED,orange,2862
208173532803,CALL BACK LATER,black,2863
670437140686,NOT INTERESTED,green,2864
428815684832,ANSWER MACHINE,red,2865
647133468665,CALL BACK LATER,red,2866
079173279587,CALL BACK LATER,red,2867
837311253762,CALL BACK LATER,black,2868
557948543615,CALL BACK LATER,blue,2869
550629004159,CALL BACK LATER,blue,2870
260713900185,INTERESTED,black,2871
388910575358,NOT INTERESTED,red,2872
932577200234,NOT INTERESTED,red,2873
528944191082,INTERESTED,red,2874
345378461360,CALL BACK LATER,orange,2875
002755109727,CALL BACK LATER,orange,2876
763305799560,CALL BACK LATER,orange,2877
505660651033,INTERESTED,orange,2878
121707478661,DEAD LINE,black,2879
847419596485,CALL BACK LATER,black,2880
923946560160,DEAD LINE,orange,2881
808085627563,CALL BACK LATER,red,2882
416031434373,CALL BACK LATER,orange,2883
301919298786,NOT INTERESTED,green,2884
379823639207,NOT INTERESTED,red,2885
690008512042,INTERESTED,green,2886
075257940124,CALL BACK LATER,red,2887
123292182894,ANSWER MACHINE,orange,2888
232575435888,INTERESTED,green,2889
125974802383,NOT INTERESTED,black,2890
756742506713,NOT INTERESTED,orange,2891
073567856204,INTERESTED,green,2892
071045005946,CALL BACK LATER,orange,2893
786569727972,CALL BACK LATER,orange,2894
367757832626,CALL BACK LATER,orange,2895
740215387589,INTERESTED,red,2896
090896301346,INTERESTED,red,2897
840964937633,ANSWER MACHINE,orange,2898
566133842281,NOT INTERESTED,black,2899
967389405599,NOT INTERESTED,black,2900
885237936257,CALL BACK LATER,red,2901
147764891265,INTERESTED,orange,2902
406460512815,NOT INTERESTED,green,2903
983801315607,INTERESTED,red,2904
280701014386,ANSWER MACHINE,black,2905
992847426160,CALL BACK LATER,orange,2906
978036113156,CALL BACK LATER,orange,2907
155912285838,NOT INTERESTED,black,2908
977727088840,DEAD LINE,orange,2909
011044618446,INTERESTED,blue,2910
657561244614,ANSWER MACHINE,orange,2911
876528416841,NOT INTERESTED,green,2912
008596409010,NOT INTERESTED,red,2913
620639830008,CALL BACK LATER,orange,2914
192656263382,CALL BACK LATER,red,2915
712672032850,INTERESTED,orange,2916
596918286671,CALL BACK LATER,orange,2917
168558199739,CALL BACK LATER,red,2918
820773998385,CALL BACK LATER,blue,2919
178602247597,NOT INTERESTED,orange,2920
279673153018,DEAD LINE,red,2921
319488525822,INTERESTED,black,2922
764479589626,CALL BACK LATER,orange,2923
902946313931,CALL BACK LATER,orange,2924
135201299964,CALL BACK LATER,red,2925
005190213258,DEAD LINE,black,2926
278197602061,DEAD LINE,orange,2927
569818951088,NOT INTERESTED,red,2928
048529653425,NOT INTERESTED,orange,2929
824272788360,NOT INTERESTED,red,2930
675222085406,CALL BACK LATER,red,2931
590554567035,CALL BACK LATER,orange,2932
188752351473,INTERESTED,red,2933
310137059636,CALL BACK LATER,red,2934
344384069215,CALL BACK LATER,orange,2935
894641903007,NOT INTERESTED,orange,2936
055033248680,CALL BACK LATER,red,2937
436619504205,INTERESTED,orange,2938
959995016149,NOT INTERESTED,black,2939
625368165150,INTERESTED,orange,2940
330818392150,DEAD LINE,green,2941
220733305196,NOT INTERESTED,red,2942
772015296133,INTERESTED,orange,2943
093039242639,DEAD LINE,orange,2944
255321829802,ANSWER MACHINE,black,2945
997447259938,DEAD LINE,orange,2946
427896939857,CALL BACK LATER,blue,2947
939348789255,INTERESTED,red,2948
336363394715,CALL BACK LATER,orange,2949
565790164679,INTERESTED,red,2950
472576167074,CALL BACK LATER,red,2951
345838372726,DEAD LINE,orange,2952
126995875451,CALL BACK LATER,orange,2953
486739466650,ANSWER MACHINE,red,2954
634643799176,INTERESTED,blue,2955
717678286417,INTERESTED,orange,2956
468810116905,ANSWER MACHINE,orange,2957
908885564715,CALL BACK LATER,orange,2958
122593154620,NOT INTERESTED,red,2959
931221116948,DEAD LINE,orange,2960
397644664362,CALL BACK LATER,orange,2961
024459389990,ANSWER MACHINE,red,2962
208173532803,CALL BACK LATER,red,2963
361618674490,CALL BACK LATER,orange,2964
428815684832,NOT INTERESTED,orange,2965
647133468665,CALL BACK LATER,black,2966
079173279587,CALL BACK LATER,red,2967
837311253762,CALL BACK LATER,black,2968
557948543615,CALL BACK LATER,black,2969
550629004159,CALL BACK LATER,red,2970
832937050072,INTERESTED,red,2971
427312008001,ANSWER MACHINE,green,2972
717153797935,NOT INTERESTED,green,2973
920256715373,CALL BACK LATER,red,2974
345378461360,INTERESTED,blue,2975
002755109727,INTERESTED,black,2976
763305799560,CALL BACK LATER,green,2977
407970955411,CALL BACK LATER,red,2978
501961940537,NOT INTERESTED,red,2979
847419596485,INTERESTED,green,2980
966720943831,NOT INTERESTED,black,2981
808085627563,CALL BACK LATER,black,2982
416031434373,CALL BACK LATER,orange,2983
368005041148,INTERESTED,red,2984
988301674762,DEAD LINE,orange,2985
586668937729,CALL BACK LATER,orange,2986
075257940124,INTERESTED,blue,2987
123292182894,CALL BACK LATER,red,2988
544104290272,INTERESTED,orange,2989
166503170851,NOT INTERESTED,orange,2990
339537583436,NOT INTERESTED,red,2991
929405035792,CALL BACK LATER,orange,2992
071045005946,INTERESTED,red,2993
786569727972,NOT INTERESTED,red,2994
367757832626,INTERESTED,orange,2995
816407365042,INTERESTED,orange,2996
798435233612,CALL BACK LATER,red,2997
840964937633,CALL BACK LATER,red,2998
961346702336,ANSWER MACHINE,orange,2999
086384104993,INTERESTED,orange,3000
885237936257,CALL BACK LATER,orange,3001
730052940179,DEAD LINE,orange,3002
937860579403,DEAD LINE,orange,3003
788133706232,CALL BACK LATER,red,3004
280701014386,NOT INTERESTED,orange,3005
992847426160,CALL BACK LATER,green,3006
978036113156,CALL BACK LATER,orange,3007
633216493444,INTERESTED,red,3008
679612108641,CALL BACK LATER,orange,3009
178962362151,CALL BACK LATER,red,3010
657561244614,CALL BACK LATER,red,3011
999564451271,CALL BACK LATER,orange,3012
502376106099,CALL BACK LATER,orange,3013
620639830008,CALL BACK LATER,orange,3014
192656263382,CALL BACK LATER,red,3015
724747904781,ANSWER MACHINE,red,3016
596918286671,CALL BACK LATER,orange,3017
168558199739,INTERESTED,orange,3018
820773998385,CALL BACK LATER,orange,3019
369049348956,ANSWER MACHINE,black,3020
692079925019,CALL BACK LATER,orange,3021
280590164300,CALL BACK LATER,orange,3022
764479589626,NOT INTERESTED,orange,3023
902946313931,INTERESTED,orange,3024
135201299964,INTERESTED,orange,3025
059814671223,CALL BACK LATER,red,3026
351189850165,ANSWER MACHINE,orange,3027
030374993219,CALL BACK LATER,red,3028
529705862286,ANSWER MACHINE,orange,3029
386011040987,CALL BACK LATER,red,3030
675222085406,CALL BACK LATER,black,3031
590554567035,NOT INTERESTED,black,3032
950998238543,ANSWER MACHINE,black,3033
310137059636,CALL BACK LATER,blue,3034
344384069215,CALL BACK LATER,black,3035
128298610400,ANSWER MACHINE,orange,3036
055033248680,NOT INTERESTED,orange,3037
946086636644,NOT INTERESTED,orange,3038
172518708468,ANSWER MACHINE,orange,3039
261474489286,CALL BACK LATER,orange,3040
971179721547,INTERESTED,black,3041
761836981142,CALL BACK LATER,red,3042
609353743311,CALL BACK LATER,red,3043
401504750445,CALL BACK LATER,red,3044
255321829802,INTERESTED,black,3045
306868574120,INTERESTED,orange,3046
427896939857,CALL BACK LATER,red,3047
655413695089,ANSWER MACHINE,orange,3048
336363394715,INTERESTED,black,3049
875726235910,ANSWER MACHINE,red,3050
472576167074,CALL BACK LATER,orange,3051
780578156692,INTERESTED,orange,3052
126995875451,INTERESTED,red,3053
486739466650,INTERESTED,black,3054
921362548416,ANSWER MACHINE,orange,3055
290396596518,CALL BACK LATER,red,3056
468810116905,NOT INTERESTED,orange,3057
908885564715,CALL BACK LATER,green,3058
726098152298,INTERESTED,orange,3059
369137828081,NOT INTERESTED,orange,3060
397644664362,CALL BACK LATER,red,3061
024459389990,NOT INTERESTED,orange,3062
208173532803,INTERESTED,orange,3063
361618674490,NOT INTERESTED,black,3064
215225077357,DEAD LINE,black,3065
647133468665,INTERESTED,red,3066
079173279587,CALL BACK LATER,orange,3067
837311253762,CALL BACK LATER,orange,3068
557948543615,INTERESTED,orange,3069
550629004159,CALL BACK LATER,red,3070
002100706241,CALL BACK LATER,orange,3071
427312008001,NOT INTERESTED,orange,3072
805397265479,DEAD LINE,red,3073
920256715373,CALL BACK LATER,orange,3074
933605784264,NOT INTERESTED,orange,3075
634058496218,INTERESTED,red,3076
763305799560,CALL BACK LATER,orange,3077
407970955411,INTERESTED,orange,3078
704494551089,ANSWER MACHINE,orange,3079
422483819806,CALL BACK LATER,red,3080
537017993774,ANSWER MACHINE,orange,3081
808085627563,INTERESTED,red,3082
416031434373,CALL BACK LATER,orange,3083
243399228765,INTERESTED,red,3084
670013457497,NOT INTERESTED,orange,3085
586668937729,CALL BACK LATER,orange,3086
912247825872,NOT INTERESTED,black,3087
123292182894,CALL BACK LATER,orange,3088
768279682849,CALL BACK LATER,orange,3089
703472078717,ANSWER MACHINE,orange,3090
309453229122,INTERESTED,black,3091
929405035792,INTERESTED,red,3092
419639470014,ANSWER MACHINE,red,3093
184808606392,CALL BACK LATER,red,3094
052576043969,CALL BACK LATER,orange,3095
405181686905,CALL BACK LATER,orange,3096
798435233612,CALL BACK LATER,red,3097
840964937633,NOT INTERESTED,black,3098
961346702336,NOT INTERESTED,red,3099
593905796814,CALL BACK LATER,red,3100
885237936257,CALL BACK LATER,orange,3101
113720105583,NOT INTERESTED,red,3102
475156897394,NOT INTERESTED,black,3103
788133706232,CALL BACK LATER,red,3104
349580782255,INTERESTED,orange,3105
992847426160,CALL BACK LATER,red,3106
978036113156,INTERESTED,red,3107
415644426212,ANSWER MACHINE,red,3108
679612108641,INTERESTED,red,3109
178962362151,CALL BACK LATER,black,3110
657561244614,INTERESTED,orange,3111
999564451271,CALL BACK LATER,red,3112
502376106099,CALL BACK LATER,black,3113
620639830008,NOT INTERESTED,red,3114
192656263382,CALL BACK LATER,orange,3115
724747904781,NOT INTERESTED,red,3116
596918286671,INTERESTED,red,3117
283660766707,ANSWER MACHINE,orange,3118
820773998385,INTERESTED,orange,3119
369049348956,NOT INTERESTED,black,3120
692079925019,CALL BACK LATER,green,3121
280590164300,INTERESTED,green,3122
160956507709,NOT INTERESTED,orange,3123
162574631386,NOT INTERESTED,orange,3124
858061952363,INTERESTED,orange,3125
059814671223,CALL BACK LATER,orange,3126
351189850165,INTERESTED,red,3127
030374993219,CALL BACK LATER,red,3128
529705862286,CALL BACK LATER,green,3129
386011040987,INTERESTED,green,3130
675222085406,INTERESTED,orange,3131
298244889912,ANSWER MACHINE,black,3132
950998238543,INTERESTED,black,3133
310137059636,CALL BACK LATER,red,3134
344384069215,CALL BACK LATER,orange,3135
128298610400,INTERESTED,orange,3136
306350927813,INTERESTED,orange,3137
927631028942,ANSWER MACHINE,red,3138
172518708468,NOT INTERESTED,orange,3139
261474489286,CALL BACK LATER,orange,3140
936762130164,INTERESTED,orange,3141
761836981142,INTERESTED,orange,3142
609353743311,CALL BACK LATER,red,3143
401504750445,NOT INTERESTED,red,3144
516537525634,CALL BACK LATER,orange,3145
886440201035,INTERESTED,red,3146
427896939857,CALL BACK LATER,orange,3147
655413695089,CALL BACK LATER,orange,3148
759987890666,INTERESTED,orange,3149
875726235910,INTERESTED,orange,3150
472576167074,CALL BACK LATER,black,3151
267396182405,ANSWER MACHINE,blue,3152
298330796119,CALL BACK LATER,orange,3153
101709141800,ANSWER MACHINE,orange,3154
921362548416,NOT INTERESTED,orange,3155
290396596518,INTERESTED,orange,3156
145567288992,ANSWER MACHINE,red,3157
908885564715,CALL BACK LATER,red,3158
117803461968,CALL BACK LATER,green,3159
737037170127,DEAD LINE,orange,3160
397644664362,NOT INTERESTED,black,3161
517932529206,CALL BACK LATER,red,3162
414830642848,ANSWER MACHINE,black,3163
135453123967,NOT INTERESTED,orange,3164
100761968542,INTERESTED,orange,3165
621566830628,CALL BACK LATER,orange,3166
079173279587,CALL BACK LATER,green,3167
837311253762,CALL BACK LATER,green,3168
788429498429,ANSWER MACHINE,black,3169
550629004159,NOT INTERESTED,black,3170
002100706241,INTERESTED,red,3171
994033501440,CALL BACK LATER,red,3172
461486469306,ANSWER MACHINE,red,3173
920256715373,CALL BACK LATER,orange,3174
315590498018,ANSWER MACHINE,orange,3175
765577335123,CALL BACK LATER,red,3176
763305799560,NOT INTERESTED,black,3177
559142308075,CALL BACK LATER,orange,3178
704494551089,INTERESTED,red,3179
422483819806,CALL BACK LATER,green,3180
537017993774,CALL BACK LATER,black,3181
274018832523,CALL BACK LATER,orange,3182
416031434373,CALL BACK LATER,red,3183
510299112740,INTERESTED,orange,3184
101472803996,INTERESTED,red,3185
586668937729,INTERESTED,black,3186
261785337978,CALL BACK LATER,black,3187
123292182894,CALL BACK LATER,green,3188
768279682849,INTERESTED,orange,3189
703472078717,NOT INTERESTED,black,3190
000913330936,NOT INTERESTED,red,3191
239243522002,CALL BACK LATER,orange,3192
419639470014,NOT INTERESTED,black,3193
184808606392,CALL BACK LATER,red,3194
052576043969,CALL BACK LATER,orange,3195
405181686905,INTERESTED,red,3196
798435233612,NOT INTERESTED,orange,3197
492623175344,INTERESTED,black,3198
373500598966,CALL BACK LATER,orange,3199
593905796814,INTERESTED,red,3200
885237936257,CALL BACK LATER,orange,3201
923902572982,NOT INTERESTED,orange,3202
739428522600,INTERESTED,orange,3203
788133706232,CALL BACK LATER,orange,3204
413134046609,NOT INTERESTED,red,3205
992847426160,CALL BACK LATER,orange,3206
917451180461,CALL BACK LATER,red,3207
415644426212,INTERESTED,orange,3208
971063315381,CALL BACK LATER,black,3209
178962362151,CALL BACK LATER,blue,3210
264176984341,NOT INTERESTED,red,3211
999564451271,CALL BACK LATER,orange,3212
502376106099,CALL BACK LATER,blue,3213
252796233415,NOT INTERESTED,orange,3214
192656263382,INTERESTED,green,3215
002767467832,ANSWER MACHINE,red,3216
507092222605,NOT INTERESTED,orange,3217
283660766707,NOT INTERESTED,red,3218
477325640412,INTERESTED,orange,3219
608600496974,CALL BACK LATER,red,3220
692079925019,CALL BACK LATER,red,3221
610019227419,CALL BACK LATER,red,3222
190504383655,INTERESTED,orange,3223
139167755195,INTERESTED,orange,3224
501772256554,CALL BACK LATER,green,3225
059814671223,INTERESTED,red,3226
954822655322,CALL BACK LATER,black,3227
030374993219,NOT INTERESTED,green,3228
529705862286,INTERESTED,orange,3229
659022060563,INTERESTED,orange,3230
787049425447,NOT INTERESTED,green,3231
298244889912,NOT INTERESTED,orange,3232
265053051455,CALL BACK LATER,black,3233
310137059636,CALL BACK LATER,blue,3234
344384069215,INTERESTED,red,3235
549619624853,NOT INTERESTED,orange,3236
862771028268,INTERESTED,red,3237
927631028942,CALL BACK LATER,orange,3238
467883847105,NOT INTERESTED,red,3239
261474489286,CALL BACK LATER,orange,3240
684480964649,CALL BACK LATER,red,3241
107923519201,INTERESTED,red,3242
609353743311,CALL BACK LATER,orange,3243
086194332378,CALL BACK LATER,orange,3244
516537525634,CALL BACK LATER,black,3245
498084918429,NOT INTERESTED,red,3246
427896939857,CALL BACK LATER,orange,3247
655413695089,INTERESTED,black,3248
438999476939,CALL BACK LATER,orange,3249
276217729190,ANSWER MACHINE,orange,3250
472576167074,INTERESTED,orange,3251
267396182405,NOT INTERESTED,orange,3252
298330796119,INTERESTED,orange,3253
101709141800,NOT INTERESTED,orange,3254
285393599932,NOT INTERESTED,orange,3255
